Date,PNL%
2019-11-19,-6.326259469920941
2019-12-31,0.12494853919269831
2020-02-03,-7.166092562916269
2020-08-13,2.529014127197394
2021-01-22,-4.611558719853826
2021-03-25,-6.076076892113554
2021-05-31,7.367673496250954
2021-09-21,19.838126240859662
2021-10-19,-1.2902605893696666
2022-02-01,-1.4838844140106922
2022-09-22,11.255368867037111
2023-01-31,-7.826310267914217
2023-08-01,3.313416980632761
2023-08-28,0.01935722827219786
2023-09-28,-2.3033767415933557
2023-12-26,4.434716969250355
2024-01-23,-5.232691867306296
2024-03-15,0.9298723016988383
2024-04-15,-2.4245818847117397
